case_id,event_position,activity_name,timestamp,org:group,org:resource,organization country,resource country,label,anomaly_type,anomaly_description,concept:name,impact,lifecycle:transition,org:role,organization involved,product,time:timestamp
1-367002597,1,Accepted+In Progress,2010-04-14T15:53:38+02:00,Org line C,Helena,se,Sweden,normal,-,-,Accepted,Medium,In Progress,C_5,G120 3rd,PROD607,2010-04-14T15:53:38+02:00
1-367002597,2,Accepted+In Progress,2012-01-09T17:07:46+01:00,Org line C,Helena,se,Sweden,normal,-,-,Accepted,Medium,In Progress,C_5,G120 3rd,PROD607,2012-01-09T17:07:46+01:00
1-367002597,3,Accepted+In Progress,2012-01-09T18:36:13+01:00,Org line C,Björn,se,Sweden,normal,-,-,Accepted,Medium,In Progress,C_5,G120 3rd,PROD607,2012-01-09T18:36:13+01:00
1-367002597,4,Completed+Closed,2012-02-15T12:32:49+01:00,Org line C,Björn,se,Sweden,normal,-,-,Completed,Medium,Closed,C_5,G120 3rd,PROD607,2012-02-15T12:32:49+01:00
1-367648732,1,Accepted+In Progress,2010-04-16T18:34:49+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Accepted,Low,In Progress,,G199 3rd,PROD95,2010-04-16T18:34:49+02:00
1-367648732,2,Queued+Awaiting Assignment,2010-04-16T18:42:36+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Queued,Low,Awaiting Assignment,,G199 3rd,PROD95,2010-04-16T18:42:36+02:00
1-367648732,3,Accepted+In Progress,2010-04-17T01:40:43+02:00,Org line G3,Naga,us,Sweden,normal,-,-,Accepted,Low,In Progress,,G199 3rd,PROD95,2010-04-17T01:40:43+02:00
1-367648732,4,Accepted+Assigned,2010-04-17T01:42:50+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Accepted,Low,Assigned,,G199 3rd,PROD95,2010-04-17T01:42:50+02:00
1-367648732,5,Accepted+In Progress,2012-01-30T12:43:05+01:00,Org line G3,Ewa,us,POLAND,normal,-,-,Accepted,Low,In Progress,,G199 3rd,PROD95,2012-01-30T12:43:05+01:00
1-367648732,6,Completed+Closed,2012-01-30T12:44:31+01:00,Org line G3,Ewa,us,POLAND,normal,-,-,Completed,Low,Closed,,G199 3rd,PROD95,2012-01-30T12:44:31+01:00
1-367921041,1,Accepted+In Progress,2010-04-19T11:07:37+02:00,Org line B,Lionel,in,France,normal,-,-,Accepted,Medium,In Progress,E_10,G230 2nd,PROD262,2010-04-19T11:07:37+02:00
1-367921041,2,Queued+Awaiting Assignment,2010-04-19T11:08:20+02:00,Org line B,Lionel,in,France,normal,-,-,Queued,Medium,Awaiting Assignment,E_10,G230 2nd,PROD262,2010-04-19T11:08:20+02:00
1-367921041,3,Accepted+In Progress,2010-05-06T14:02:51+02:00,Org line B,Darren,in,United Kingdom,normal,-,-,Accepted,Medium,In Progress,E_10,G230 2nd,PROD262,2010-05-06T14:02:51+02:00
1-367921041,4,Queued+Awaiting Assignment,2010-05-21T17:00:21+02:00,Org line F,Maria,in,Sweden,normal,-,-,Queued,Medium,Awaiting Assignment,V8_1,!DO NOT USE!,PROD262,2010-05-21T17:00:21+02:00
1-367921041,5,Queued+Awaiting Assignment,2011-08-24T21:27:17+02:00,Org line B,Srinivasan,in,INDIA,normal,-,-,Queued,Medium,Awaiting Assignment,E_10,G230 2nd,PROD262,2011-08-24T21:27:17+02:00
1-367921041,6,Accepted+In Progress,2011-08-29T04:54:38+02:00,Org line B,Aneesh V,in,INDIA,normal,-,-,Accepted,Medium,In Progress,E_10,G230 2nd,PROD262,2011-08-29T04:54:38+02:00
1-367921041,7,Accepted+Assigned,2011-08-29T04:55:29+02:00,Org line B,Rijin,in,INDIA,normal,-,-,Accepted,Medium,Assigned,E_10,G230 2nd,PROD262,2011-08-29T04:55:29+02:00
1-367921041,8,Accepted+In Progress,2011-08-29T14:48:47+02:00,Org line B,Rijin,in,INDIA,normal,-,-,Accepted,Medium,In Progress,E_10,G230 2nd,PROD262,2011-08-29T14:48:47+02:00
1-367921041,9,Accepted+Assigned,2011-11-11T15:57:44+01:00,Org line B,Aneesh V,in,INDIA,normal,-,-,Accepted,Medium,Assigned,E_10,G230 2nd,PROD262,2011-11-11T15:57:44+01:00
1-367921041,10,Accepted+Wait,2011-11-21T08:27:41+01:00,Org line B,Aneesh V,in,INDIA,normal,-,-,Accepted,Medium,Wait,E_10,G230 2nd,PROD262,2011-11-21T08:27:41+01:00
1-367921041,11,Accepted+In Progress,2012-02-29T17:54:59+01:00,Org line B,Aneesh V,in,INDIA,normal,-,-,Accepted,Medium,In Progress,E_10,G230 2nd,PROD262,2012-02-29T17:54:59+01:00
1-367921041,12,Completed+Closed,2012-02-29T17:56:23+01:00,Org line B,Aneesh V,in,INDIA,normal,-,-,Completed,Medium,Closed,E_10,G230 2nd,PROD262,2012-02-29T17:56:23+01:00
1-368322765,1,Accepted+In Progress,2010-04-20T15:25:52+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD97,2010-04-20T15:25:52+02:00
1-368322765,2,Queued+Awaiting Assignment,2010-04-20T15:29:35+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Queued,Medium,Awaiting Assignment,,G199 3rd,PROD97,2010-04-20T15:29:35+02:00
1-368322765,3,Accepted+In Progress,2010-04-20T17:03:14+02:00,Org line G3,Kannan,us,Sweden,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD97,2010-04-20T17:03:14+02:00
1-368322765,4,Accepted+Assigned,2010-04-20T17:03:18+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Accepted,Medium,Assigned,,G199 3rd,PROD97,2010-04-20T17:03:18+02:00
1-368322765,5,Queued+Awaiting Assignment,2011-03-30T11:49:05+02:00,Org line A2,Hannes,us,Sweden,normal,-,-,Queued,Medium,Awaiting Assignment,A2_2,G21 2nd,PROD97,2011-03-30T11:49:05+02:00
1-368322765,6,Accepted+In Progress,2011-03-30T12:08:08+02:00,Org line A2,Kannan,us,Sweden,normal,-,-,Accepted,Medium,In Progress,A2_2,G21 2nd,PROD97,2011-03-30T12:08:08+02:00
1-368322765,7,Accepted+Assigned,2011-03-30T12:08:19+02:00,Org line A2,Jayalakshmi,us,INDIA,normal,-,-,Accepted,Medium,Assigned,A2_2,G21 2nd,PROD97,2011-03-30T12:08:19+02:00
1-368322765,8,Accepted+Wait,2011-03-30T15:14:36+02:00,Org line A2,Jayalakshmi,us,INDIA,normal,-,-,Accepted,Medium,Wait,A2_2,G21 2nd,PROD97,2011-03-30T15:14:36+02:00
1-368322765,9,Queued+Awaiting Assignment,2011-06-06T14:20:14+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Queued,Medium,Awaiting Assignment,,G199 3rd,PROD97,2011-06-06T14:20:14+02:00
1-368322765,10,Accepted+In Progress,2011-06-16T12:12:11+02:00,Org line G3,Santhosh,us,Sweden,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD97,2011-06-16T12:12:11+02:00
1-368322765,11,Accepted+Assigned,2011-06-16T12:12:21+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Accepted,Medium,Assigned,,G199 3rd,PROD97,2011-06-16T12:12:21+02:00
1-368322765,12,Accepted+In Progress,2012-01-31T08:26:37+01:00,Org line G3,Ewa,us,POLAND,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD97,2012-01-31T08:26:37+01:00
1-368322765,13,Completed+Closed,2012-01-31T08:28:52+01:00,Org line G3,Ewa,us,POLAND,normal,-,-,Completed,Medium,Closed,,G199 3rd,PROD97,2012-01-31T08:28:52+01:00
1-368929048,1,Accepted+In Progress,2010-04-22T15:51:56+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD97,2010-04-22T15:51:56+02:00
1-368929048,2,Queued+Awaiting Assignment,2010-04-22T16:08:11+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Queued,Medium,Awaiting Assignment,,G199 3rd,PROD97,2010-04-22T16:08:11+02:00
1-368929048,3,Accepted+In Progress,2010-04-22T20:19:48+02:00,Org line G3,Naga,us,Sweden,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD97,2010-04-22T20:19:48+02:00
1-368929048,4,Accepted+Assigned,2010-04-22T20:23:29+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Accepted,Medium,Assigned,,G199 3rd,PROD97,2010-04-22T20:23:29+02:00
1-368929048,5,Accepted+In Progress,2012-01-31T09:06:12+01:00,Org line G3,Ewa,us,POLAND,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD97,2012-01-31T09:06:12+01:00
1-368929048,6,Completed+Closed,2012-01-31T09:36:08+01:00,Org line G3,Ewa,us,POLAND,normal,-,-,Completed,Medium,Closed,,G199 3rd,PROD97,2012-01-31T09:36:08+01:00
1-369693874,1,Accepted+In Progress,2010-04-26T16:41:03+02:00,Org line G3,Carolyn,us,USA,anomalous,Late,"{'shift_from': 2, 'shift_to': 3, 'size': 2}",Accepted,Medium,In Progress,,G199 3rd,PROD97,2010-04-26T16:41:03+02:00
1-369693874,2,Queued+Awaiting Assignment,2010-04-26T16:44:34+02:00,Org line G3,Carolyn,us,USA,anomalous,Late,"{'shift_from': 2, 'shift_to': 3, 'size': 2}",Queued,Medium,Awaiting Assignment,,G199 3rd,PROD97,2010-04-26T16:44:34+02:00
1-369693874,3,Accepted+In Progress,2011-12-20T22:24:04+01:00,Org line G3,Ewa,us,POLAND,anomalous,Late,"{'shift_from': 2, 'shift_to': 3, 'size': 2}",Accepted,Medium,In Progress,,G199 3rd,PROD97,2011-12-20T22:24:04+01:00
1-369693874,4,Accepted+In Progress,2010-04-26T20:08:15+02:00,Org line G3,Naga,us,Sweden,anomalous,Late,"{'shift_from': 2, 'shift_to': 3, 'size': 2}",Accepted,Medium,In Progress,,G199 3rd,PROD97,2010-04-26T20:08:15+02:00
1-369693874,5,Accepted+Assigned,2010-04-26T20:12:24+02:00,Org line G3,Carolyn,us,USA,anomalous,Late,"{'shift_from': 2, 'shift_to': 3, 'size': 2}",Accepted,Medium,Assigned,,G199 3rd,PROD97,2010-04-26T20:12:24+02:00
1-369693874,6,Completed+Closed,2012-01-05T16:11:34+01:00,Org line G3,Ewa,us,POLAND,anomalous,Late,"{'shift_from': 2, 'shift_to': 3, 'size': 2}",Completed,Medium,Closed,,G199 3rd,PROD97,2012-01-05T16:11:34+01:00
1-369989135,1,Accepted+In Progress,2010-04-27T16:40:49+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD97,2010-04-27T16:40:49+02:00
1-369989135,2,Accepted+In Progress,2010-04-27T16:43:59+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD97,2010-04-27T16:43:59+02:00
1-369989135,3,Accepted+In Progress,2010-04-29T15:15:14+02:00,Org line G3,Naga,us,Sweden,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD97,2010-04-29T15:15:14+02:00
1-369989135,4,Accepted+Assigned,2010-04-29T15:18:16+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Accepted,Medium,Assigned,,G199 3rd,PROD97,2010-04-29T15:18:16+02:00
1-369989135,5,Accepted+In Progress,2012-02-02T21:53:09+01:00,Org line G3,Ewa,us,POLAND,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD97,2012-02-02T21:53:09+01:00
1-369989135,6,Completed+Closed,2012-02-02T22:08:20+01:00,Org line G3,Ewa,us,POLAND,normal,-,-,Completed,Medium,Closed,,G199 3rd,PROD97,2012-02-02T22:08:20+01:00
1-370436092,1,Accepted+In Progress,2010-04-29T09:23:20+02:00,Org line C,Celine,fr,France,anomalous,Late,"{'shift_from': 2, 'shift_to': 3, 'size': 2}",Accepted,Major,In Progress,V3_3,V42 2nd,PROD793,2010-04-29T09:23:20+02:00
1-370436092,2,Queued+Awaiting Assignment,2010-04-29T09:23:56+02:00,Org line C,Celine,fr,France,anomalous,Late,"{'shift_from': 2, 'shift_to': 3, 'size': 2}",Queued,Major,Awaiting Assignment,V3_3,V42 2nd,PROD793,2010-04-29T09:23:56+02:00
1-370436092,3,Accepted+Assigned,2012-04-24T18:21:03+02:00,Org line C,Marie Anne,fr,France,anomalous,Late,"{'shift_from': 2, 'shift_to': 3, 'size': 2}",Accepted,Major,Assigned,V3_3,V42 2nd,PROD793,2012-04-24T18:21:03+02:00
1-370436092,4,Accepted+In Progress,2010-05-04T14:28:29+02:00,Org line C,Celine,fr,France,anomalous,Late,"{'shift_from': 2, 'shift_to': 3, 'size': 2}",Accepted,Major,In Progress,V3_3,V42 2nd,PROD793,2010-05-04T14:28:29+02:00
1-370436092,5,Accepted+In Progress,2010-11-09T18:47:12+01:00,Org line C,Celine,fr,France,anomalous,Late,"{'shift_from': 2, 'shift_to': 3, 'size': 2}",Accepted,Major,In Progress,V3_3,V42 2nd,PROD793,2010-11-09T18:47:12+01:00
1-370436092,6,Accepted+In Progress,2012-04-25T19:07:12+02:00,Org line C,Marie Anne,fr,France,anomalous,Late,"{'shift_from': 2, 'shift_to': 3, 'size': 2}",Accepted,Major,In Progress,V3_3,V42 2nd,PROD793,2012-04-25T19:07:12+02:00
1-370436092,7,Completed+Closed,2012-04-25T19:07:27+02:00,Org line C,Marie Anne,fr,France,anomalous,Late,"{'shift_from': 2, 'shift_to': 3, 'size': 2}",Completed,Major,Closed,V3_3,V42 2nd,PROD793,2012-04-25T19:07:27+02:00
1-370452680,1,Accepted+In Progress,2010-04-29T14:58:57+02:00,Org line G3,Carolyn,se,USA,normal,-,-,Accepted,High,In Progress,,G199 3rd,PROD632,2010-04-29T14:58:57+02:00
1-370452680,2,Queued+Awaiting Assignment,2010-04-29T15:01:26+02:00,Org line G3,Carolyn,se,USA,normal,-,-,Queued,High,Awaiting Assignment,,G199 3rd,PROD632,2010-04-29T15:01:26+02:00
1-370452680,3,Accepted+In Progress,2010-04-29T15:20:48+02:00,Org line G3,Naga,se,Sweden,normal,-,-,Accepted,High,In Progress,,G199 3rd,PROD632,2010-04-29T15:20:48+02:00
1-370452680,4,Accepted+Assigned,2010-04-29T15:22:02+02:00,Org line G3,Carolyn,se,USA,normal,-,-,Accepted,High,Assigned,,G199 3rd,PROD632,2010-04-29T15:22:02+02:00
1-370452680,5,Queued+Awaiting Assignment,2011-04-07T14:10:31+02:00,Org line C,Martin,se,Sweden,normal,-,-,Queued,High,Awaiting Assignment,C_6,G278 3rd,PROD632,2011-04-07T14:10:31+02:00
1-370452680,6,Accepted+In Progress,2011-08-12T10:58:32+02:00,Org line C,Mikael,se,Sweden,normal,-,-,Accepted,High,In Progress,E_6,G48 2nd,PROD632,2011-08-12T10:58:32+02:00
1-370452680,7,Accepted+Wait,2011-08-12T10:59:24+02:00,Org line C,Mikael,se,Sweden,normal,-,-,Accepted,High,Wait,E_6,G48 2nd,PROD632,2011-08-12T10:59:24+02:00
1-370452680,8,Completed+Closed,2012-01-04T12:44:59+01:00,Org line C,Mikael,se,Sweden,normal,-,-,Completed,High,Closed,E_6,G48 2nd,PROD632,2012-01-04T12:44:59+01:00
1-371498622,1,Accepted+In Progress,2010-05-04T18:15:44+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD97,2010-05-04T18:15:44+02:00
1-371498622,2,Queued+Awaiting Assignment,2010-05-04T18:23:17+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Queued,Medium,Awaiting Assignment,,G199 3rd,PROD97,2010-05-04T18:23:17+02:00
1-371498622,3,Accepted+In Progress,2010-05-04T18:24:58+02:00,Org line G3,Naga,us,Sweden,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD97,2010-05-04T18:24:58+02:00
1-371498622,4,Accepted+Assigned,2010-05-04T18:27:46+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Accepted,Medium,Assigned,,G199 3rd,PROD97,2010-05-04T18:27:46+02:00
1-371498622,5,Accepted+In Progress,2012-01-18T10:30:42+01:00,Org line G3,Ewa,us,POLAND,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD97,2012-01-18T10:30:42+01:00
1-371498622,6,Completed+Closed,2012-01-18T10:31:12+01:00,Org line G3,Ewa,us,POLAND,normal,-,-,Completed,Medium,Closed,,G199 3rd,PROD97,2012-01-18T10:31:12+01:00
1-371631962,1,Accepted+In Progress,2010-05-05T10:21:02+02:00,Org line A2,Lena,se,Sweden,normal,-,-,Accepted,Medium,In Progress,A2_3,G354 3rd,PROD708,2010-05-05T10:21:02+02:00
1-371631962,2,Completed+Closed,2012-03-20T16:17:35+01:00,Org line A2,Lena,se,Sweden,normal,-,-,Completed,Medium,Closed,A2_3,G354 3rd,PROD708,2012-03-20T16:17:35+01:00
1-371672096,1,Accepted+In Progress,2010-05-05T13:44:03+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD96,2010-05-05T13:44:03+02:00
1-371672096,2,Queued+Awaiting Assignment,2010-05-05T14:24:34+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Queued,Medium,Awaiting Assignment,,G199 3rd,PROD96,2010-05-05T14:24:34+02:00
1-371672096,3,Accepted+In Progress,2010-05-05T16:09:25+02:00,Org line G3,Kannan,us,Sweden,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD96,2010-05-05T16:09:25+02:00
1-371672096,4,Accepted+Assigned,2010-05-05T16:09:30+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Accepted,Medium,Assigned,,G199 3rd,PROD96,2010-05-05T16:09:30+02:00
1-371672096,5,Accepted+In Progress,2012-02-04T08:57:22+01:00,Org line G3,Ewa,us,POLAND,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD96,2012-02-04T08:57:22+01:00
1-371672096,6,Completed+Closed,2012-02-04T09:10:51+01:00,Org line G3,Ewa,us,POLAND,normal,-,-,Completed,Medium,Closed,,G199 3rd,PROD96,2012-02-04T09:10:51+01:00
1-372029512,1,Unmatched+Unmatched,2010-05-06T18:05:00+02:00,Org line C,Peter,se,Sweden,anomalous,Late,"{'shift_from': 0, 'shift_to': 4, 'size': 1}",Unmatched,Low,Unmatched,C_6,G250 3rd,PROD660,2010-05-06T18:05:00+02:00
1-372029512,2,Queued+Awaiting Assignment,2010-10-01T16:43:52+02:00,Org line C,Peter,se,Sweden,anomalous,Late,"{'shift_from': 0, 'shift_to': 4, 'size': 1}",Queued,Low,Awaiting Assignment,C_6,G250 3rd,PROD660,2010-10-01T16:43:52+02:00
1-372029512,3,Accepted+In Progress,2010-10-04T10:59:18+02:00,Org line C,Peter,se,Sweden,anomalous,Late,"{'shift_from': 0, 'shift_to': 4, 'size': 1}",Accepted,Low,In Progress,C_6,G250 3rd,PROD660,2010-10-04T10:59:18+02:00
1-372029512,4,Accepted+Wait,2010-10-04T11:00:12+02:00,Org line C,Peter,se,Sweden,anomalous,Late,"{'shift_from': 0, 'shift_to': 4, 'size': 1}",Accepted,Low,Wait,C_6,G250 3rd,PROD660,2010-10-04T11:00:12+02:00
1-372029512,5,Accepted+In Progress,2010-05-06T17:36:41+02:00,Org line C,Peter,se,Sweden,anomalous,Late,"{'shift_from': 0, 'shift_to': 4, 'size': 1}",Accepted,Low,In Progress,C_6,G250 3rd,PROD660,2010-05-06T17:36:41+02:00
1-372029512,6,Accepted+Assigned,2010-10-19T14:43:59+02:00,Org line C,Tomas,se,Sweden,anomalous,Late,"{'shift_from': 0, 'shift_to': 4, 'size': 1}",Accepted,Low,Assigned,C_6,G250 3rd,PROD660,2010-10-19T14:43:59+02:00
1-372029512,7,Accepted+Wait,2011-10-20T14:21:34+02:00,Org line C,Tomas,se,Sweden,anomalous,Late,"{'shift_from': 0, 'shift_to': 4, 'size': 1}",Accepted,Low,Wait,C_6,G250 3rd,PROD660,2011-10-20T14:21:34+02:00
1-372029512,8,Completed+Closed,2012-01-30T13:18:55+01:00,Org line C,Tomas,se,Sweden,anomalous,Late,"{'shift_from': 0, 'shift_to': 4, 'size': 1}",Completed,Low,Closed,C_6,G250 3rd,PROD660,2012-01-30T13:18:55+01:00
1-372555278,1,Accepted+In Progress,2010-05-10T13:38:28+02:00,Org line G3,Carolyn,se,USA,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD97,2010-05-10T13:38:28+02:00
1-372555278,2,Queued+Awaiting Assignment,2010-05-10T13:41:26+02:00,Org line G3,Carolyn,se,USA,normal,-,-,Queued,Medium,Awaiting Assignment,,G199 3rd,PROD97,2010-05-10T13:41:26+02:00
1-372555278,3,Accepted+In Progress,2010-05-10T20:31:40+02:00,Org line G3,Naga,se,Sweden,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD97,2010-05-10T20:31:40+02:00
1-372555278,4,Accepted+Assigned,2010-05-10T20:36:20+02:00,Org line G3,Carolyn,se,USA,normal,-,-,Accepted,Medium,Assigned,,G199 3rd,PROD97,2010-05-10T20:36:20+02:00
1-372555278,5,Accepted+In Progress,2012-01-13T11:25:46+01:00,Org line G3,Ewa,se,POLAND,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD97,2012-01-13T11:25:46+01:00
1-372555278,6,Accepted+In Progress,2012-01-13T13:47:12+01:00,Org line G3,Padmanabha,se,Sweden,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD97,2012-01-13T13:47:12+01:00
1-372555278,7,Queued+Awaiting Assignment,2012-01-13T13:47:19+01:00,Org line A2,Hannes,se,Sweden,normal,-,-,Queued,Medium,Awaiting Assignment,A2_2,G21 2nd,PROD97,2012-01-13T13:47:19+01:00
1-372555278,8,Accepted+In Progress,2012-01-13T13:47:32+01:00,Org line A2,Padmanabha,se,Sweden,normal,-,-,Accepted,Medium,In Progress,A2_2,G21 2nd,PROD97,2012-01-13T13:47:32+01:00
1-372555278,9,Accepted+Assigned,2012-01-13T13:48:09+01:00,Org line A2,Hemanth,se,Sweden,normal,-,-,Accepted,Medium,Assigned,A2_2,G21 2nd,PROD97,2012-01-13T13:48:09+01:00
1-372555278,10,Accepted+Wait,2012-01-19T10:02:17+01:00,Org line A2,Hemanth,se,Sweden,normal,-,-,Accepted,Medium,Wait,A2_2,G21 2nd,PROD97,2012-01-19T10:02:17+01:00
1-372555278,11,Completed+Closed,2012-02-13T10:11:49+01:00,Org line A2,Hemanth,se,Sweden,normal,-,-,Completed,Medium,Closed,A2_2,G21 2nd,PROD97,2012-02-13T10:11:49+01:00
1-372579132,1,Accepted+In Progress,2010-05-10T14:01:38+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD97,2010-05-10T14:01:38+02:00
1-372579132,2,Queued+Awaiting Assignment,2010-05-10T14:07:54+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Queued,Medium,Awaiting Assignment,,G199 3rd,PROD97,2010-05-10T14:07:54+02:00
1-372579132,3,Accepted+In Progress,2010-05-10T20:36:38+02:00,Org line G3,Naga,us,Sweden,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD97,2010-05-10T20:36:38+02:00
1-372579132,4,Accepted+Assigned,2010-05-10T20:41:50+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Accepted,Medium,Assigned,,G199 3rd,PROD97,2010-05-10T20:41:50+02:00
1-372579132,5,Accepted+In Progress,2012-02-02T22:52:05+01:00,Org line G3,Ewa,us,POLAND,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD97,2012-02-02T22:52:05+01:00
1-372579132,6,Completed+Closed,2012-02-04T08:56:49+01:00,Org line G3,Ewa,us,POLAND,normal,-,-,Completed,Medium,Closed,,G199 3rd,PROD97,2012-02-04T08:56:49+01:00
1-372858362,1,Accepted+Assigned,2010-05-11T21:25:17+02:00,Org line G3,Carolyn,us,USA,anomalous,Early,"{'shift_from': 4, 'shift_to': 0, 'size': 1}",Accepted,Medium,Assigned,,G199 3rd,PROD97,2010-05-11T21:25:17+02:00
1-372858362,2,Accepted+In Progress,2010-05-11T15:11:58+02:00,Org line G3,Carolyn,us,USA,anomalous,Early,"{'shift_from': 4, 'shift_to': 0, 'size': 1}",Accepted,Medium,In Progress,,G199 3rd,PROD97,2010-05-11T15:11:58+02:00
1-372858362,3,Queued+Awaiting Assignment,2010-05-11T15:13:34+02:00,Org line G3,Carolyn,us,USA,anomalous,Early,"{'shift_from': 4, 'shift_to': 0, 'size': 1}",Queued,Medium,Awaiting Assignment,,G199 3rd,PROD97,2010-05-11T15:13:34+02:00
1-372858362,4,Accepted+In Progress,2010-05-11T21:18:30+02:00,Org line G3,Naga,us,Sweden,anomalous,Early,"{'shift_from': 4, 'shift_to': 0, 'size': 1}",Accepted,Medium,In Progress,,G199 3rd,PROD97,2010-05-11T21:18:30+02:00
1-372858362,5,Accepted+In Progress,2012-01-31T10:01:59+01:00,Org line G3,Ewa,us,POLAND,anomalous,Early,"{'shift_from': 4, 'shift_to': 0, 'size': 1}",Accepted,Medium,In Progress,,G199 3rd,PROD97,2012-01-31T10:01:59+01:00
1-372858362,6,Completed+Closed,2012-01-31T10:06:41+01:00,Org line G3,Ewa,us,POLAND,anomalous,Early,"{'shift_from': 4, 'shift_to': 0, 'size': 1}",Completed,Medium,Closed,,G199 3rd,PROD97,2012-01-31T10:06:41+01:00
1-372978779,1,Accepted+In Progress,2010-05-12T09:01:33+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD98,2010-05-12T09:01:33+02:00
1-372978779,2,Accepted+In Progress,2010-05-12T09:03:39+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD98,2010-05-12T09:03:39+02:00
1-372978779,3,Accepted+In Progress,2010-05-12T09:03:44+02:00,Org line A2,Y,us,Sweden,normal,-,-,Accepted,Medium,In Progress,A2_2,G21 2nd,PROD98,2010-05-12T09:03:44+02:00
1-372978779,4,Queued+Awaiting Assignment,2010-05-12T09:05:09+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Queued,Medium,Awaiting Assignment,,G199 3rd,PROD98,2010-05-12T09:05:09+02:00
1-372978779,5,Accepted+In Progress,2010-05-12T21:04:00+02:00,Org line G3,Naga,us,Sweden,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD98,2010-05-12T21:04:00+02:00
1-372978779,6,Accepted+Assigned,2010-05-12T21:04:07+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Accepted,Medium,Assigned,,G199 3rd,PROD98,2010-05-12T21:04:07+02:00
1-372978779,7,Accepted+In Progress,2012-01-30T13:58:10+01:00,Org line G3,Ewa,us,POLAND,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD98,2012-01-30T13:58:10+01:00
1-372978779,8,Completed+Closed,2012-01-30T14:38:43+01:00,Org line G3,Ewa,us,POLAND,normal,-,-,Completed,Medium,Closed,,G199 3rd,PROD98,2012-01-30T14:38:43+01:00
1-373110819,1,Accepted+In Progress,2010-05-12T12:59:40+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD98,2010-05-12T12:59:40+02:00
1-373110819,2,Queued+Awaiting Assignment,2010-05-12T13:02:27+02:00,Org line G3,Carolyn,us,USA,normal,-,-,Queued,Medium,Awaiting Assignment,,G199 3rd,PROD98,2010-05-12T13:02:27+02:00
1-373110819,3,Accepted+In Progress,2010-05-12T21:04:54+02:00,Org line G3,Naga,us,Sweden,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD98,2010-05-12T21:04:54+02:00
